sampleStartIndex	memory	runtime	accuracy	precision	recall	fScore
0	24512	0.0	9.9	0.0	0.0	0.0
2000	52800	0.0312002	81.85	0.9334119033588686	0.8636859323882224	0.897196261682243
4000	56816	0.0780005	77.65	0.8969771745835904	0.8385236447520185	0.8667660208643816
6000	57104	0.1092007	60.5	0.9455535390199638	0.5880361173814899	0.7251217814892136
8000	30304	0.156001	90.2	0.9146596858638744	0.9814606741573034	0.9468834688346884
10000	34112	0.1716011	93.65	0.9617456896551724	0.9695817490494296	0.9656478225588314
12000	30376	0.2184014	92.0	0.9200819672131147	0.9977777777777778	0.9573560767590619
14000	30208	0.2496016	90.85	0.9305263157894736	0.9719626168224299	0.9507932239849421
16000	30208	0.2652017	71.65	0.9645756457564576	0.7157721796276013	0.821754165356806
18000	34560	0.2964019	32.4	0.9694072657743786	0.27509495387954425	0.4285714285714286
20000	38776	0.3276021	62.65	0.9409282700421941	0.6222098214285714	0.7490762512596574
22000	30544	0.3744024	73.55	0.9560439560439561	0.7495961227786753	0.8403259885300333
24000	34768	0.4056026	26.5	0.8665105386416861	0.20751542344363433	0.334841628959276
26000	30208	0.4524029	89.25	0.9087493290391842	0.974108170310702	0.9402943626770341
28000	30376	0.468003	24.3	0.9457547169811321	0.46900584795321637	0.6270523846755278
